video_id,title,description,published_at,channel_title,playlist_id,playlist_name,position,source,duration_seconds,view_count,like_count,page,file_source,show_name,youtube_published_at,original_date,title_date,best_date,date_source,days_difference,date_str,pattern_matched
La7E8wUiA3w,Private video,This video is private.,2024-06-21T02:24:00Z,Bloomberg Television,PLGaYlBJIOoa94hnb-z2i64eVPcGZPUvo9,Bloomberg The China Show,411,playlist,NA,NA,NA,NA,Bloomberg_The_China_Show.csv,Bloomberg_The_China_Show,NA,2024-06-21T02:24:00Z,NA,2024-06-21T02:24:00Z,original_csv,0,NA,NA
ucmCISzss_k,Private video,This video is private.,2024-06-04T04:29:43Z,Bloomberg Television,PLGaYlBJIOoa94hnb-z2i64eVPcGZPUvo9,Bloomberg The China Show,443,playlist,NA,NA,NA,NA,Bloomberg_The_China_Show.csv,Bloomberg_The_China_Show,NA,2024-06-04T04:29:43Z,NA,2024-06-04T04:29:43Z,original_csv,0,NA,NA
K3G3pyCUyko,Private video,This video is private.,2024-05-22T04:19:34Z,Bloomberg Television,PLGaYlBJIOoa94hnb-z2i64eVPcGZPUvo9,Bloomberg The China Show,463,playlist,NA,NA,NA,NA,Bloomberg_The_China_Show.csv,Bloomberg_The_China_Show,NA,2024-05-22T04:19:34Z,NA,2024-05-22T04:19:34Z,original_csv,0,NA,NA
-MbyPoxl7nw,Private video,This video is private.,2024-05-03T02:49:13Z,Bloomberg Television,PLGaYlBJIOoa94hnb-z2i64eVPcGZPUvo9,Bloomberg The China Show,497,playlist,NA,NA,NA,NA,Bloomberg_The_China_Show.csv,Bloomberg_The_China_Show,NA,2024-05-03T02:49:13Z,NA,2024-05-03T02:49:13Z,original_csv,0,NA,NA
-SHBpjM-ifM,Private video,This video is private.,2024-07-30T23:34:23Z,Bloomberg Television,PLGaYlBJIOoa9ubOo6nAEyu4wmkc6nzIVi,Bloomberg The Close (Full Shows),326,playlist,NA,NA,NA,NA,Bloomberg_The_Close__Full_Shows_.csv,Bloomberg_The_Close__Full_Shows_,NA,2024-07-30T23:34:23Z,NA,2024-07-30T23:34:23Z,original_csv,0,NA,NA
yp5YCqW26NE,Private video,This video is private.,2024-07-30T23:18:13Z,Bloomberg Television,PLGaYlBJIOoa9ubOo6nAEyu4wmkc6nzIVi,Bloomberg The Close (Full Shows),327,playlist,NA,NA,NA,NA,Bloomberg_The_Close__Full_Shows_.csv,Bloomberg_The_Close__Full_Shows_,NA,2024-07-30T23:18:13Z,NA,2024-07-30T23:18:13Z,original_csv,0,NA,NA
V8gx42Wc4-E,Private video,This video is private.,2024-07-30T23:18:07Z,Bloomberg Television,PLGaYlBJIOoa9ubOo6nAEyu4wmkc6nzIVi,Bloomberg The Close (Full Shows),328,playlist,NA,NA,NA,NA,Bloomberg_The_Close__Full_Shows_.csv,Bloomberg_The_Close__Full_Shows_,NA,2024-07-30T23:18:07Z,NA,2024-07-30T23:18:07Z,original_csv,0,NA,NA
ow-mflWGhRY,Private video,This video is private.,2024-07-30T23:00:13Z,Bloomberg Television,PLGaYlBJIOoa9ubOo6nAEyu4wmkc6nzIVi,Bloomberg The Close (Full Shows),329,playlist,NA,NA,NA,NA,Bloomberg_The_Close__Full_Shows_.csv,Bloomberg_The_Close__Full_Shows_,NA,2024-07-30T23:00:13Z,NA,2024-07-30T23:00:13Z,original_csv,0,NA,NA
k1TjVYId8tE,Private video,This video is private.,2024-07-30T22:44:54Z,Bloomberg Television,PLGaYlBJIOoa9ubOo6nAEyu4wmkc6nzIVi,Bloomberg The Close (Full Shows),330,playlist,NA,NA,NA,NA,Bloomberg_The_Close__Full_Shows_.csv,Bloomberg_The_Close__Full_Shows_,NA,2024-07-30T22:44:54Z,NA,2024-07-30T22:44:54Z,original_csv,0,NA,NA
nuIBdpGKk0o,Private video,This video is private.,2024-12-30T05:16:39Z,Bloomberg Television,PLGaYlBJIOoa8Any8ACdGyS1VRHvHk_DHA,"Horizons Middle East, Africa",575,playlist,NA,NA,NA,12,Horizons_Middle_East__Africa.csv,Horizons_Middle_East__Africa,NA,2024-12-30T05:16:39Z,NA,2024-12-30T05:16:39Z,original_csv,0,NA,NA
RTQuJijuE60,Private video,This video is private.,2024-12-02T08:25:10Z,Bloomberg Television,PLGaYlBJIOoa8Any8ACdGyS1VRHvHk_DHA,"Horizons Middle East, Africa",563,playlist,NA,NA,NA,12,Horizons_Middle_East__Africa.csv,Horizons_Middle_East__Africa,NA,2024-12-02T08:25:10Z,NA,2024-12-02T08:25:10Z,original_csv,0,NA,NA
yDMXD8OiciE,Private video,This video is private.,2024-10-14T05:35:34Z,Bloomberg Television,PLGaYlBJIOoa8Any8ACdGyS1VRHvHk_DHA,"Horizons Middle East, Africa",564,playlist,NA,NA,NA,12,Horizons_Middle_East__Africa.csv,Horizons_Middle_East__Africa,NA,2024-10-14T05:35:34Z,NA,2024-10-14T05:35:34Z,original_csv,0,NA,NA
LmcmpKMVvMs,Private video,This video is private.,2024-10-10T06:43:17Z,Bloomberg Television,PLGaYlBJIOoa8Any8ACdGyS1VRHvHk_DHA,"Horizons Middle East, Africa",565,playlist,NA,NA,NA,12,Horizons_Middle_East__Africa.csv,Horizons_Middle_East__Africa,NA,2024-10-10T06:43:17Z,NA,2024-10-10T06:43:17Z,original_csv,0,NA,NA
t4tbJ1lxRD0,Private video,This video is private.,2024-09-02T05:07:33Z,Bloomberg Television,PLGaYlBJIOoa8Any8ACdGyS1VRHvHk_DHA,"Horizons Middle East, Africa",566,playlist,NA,NA,NA,12,Horizons_Middle_East__Africa.csv,Horizons_Middle_East__Africa,NA,2024-09-02T05:07:33Z,NA,2024-09-02T05:07:33Z,original_csv,0,NA,NA
y4qrxLdKcAo,Private video,This video is private.,2024-07-18T09:20:39Z,Bloomberg Television,PLGaYlBJIOoa8Any8ACdGyS1VRHvHk_DHA,"Horizons Middle East, Africa",567,playlist,NA,NA,NA,12,Horizons_Middle_East__Africa.csv,Horizons_Middle_East__Africa,NA,2024-07-18T09:20:39Z,NA,2024-07-18T09:20:39Z,original_csv,0,NA,NA
QyJ9AZceInk,Private video,This video is private.,2024-06-07T06:08:56Z,Bloomberg Television,PLGaYlBJIOoa8Any8ACdGyS1VRHvHk_DHA,"Horizons Middle East, Africa",568,playlist,NA,NA,NA,12,Horizons_Middle_East__Africa.csv,Horizons_Middle_East__Africa,NA,2024-06-07T06:08:56Z,NA,2024-06-07T06:08:56Z,original_csv,0,NA,NA
8ple4SErPiE,Private video,This video is private.,2024-06-06T05:50:05Z,Bloomberg Television,PLGaYlBJIOoa8Any8ACdGyS1VRHvHk_DHA,"Horizons Middle East, Africa",569,playlist,NA,NA,NA,12,Horizons_Middle_East__Africa.csv,Horizons_Middle_East__Africa,NA,2024-06-06T05:50:05Z,NA,2024-06-06T05:50:05Z,original_csv,0,NA,NA
RltmUMd-9Qc,Private video,This video is private.,2024-06-06T05:01:48Z,Bloomberg Television,PLGaYlBJIOoa8Any8ACdGyS1VRHvHk_DHA,"Horizons Middle East, Africa",570,playlist,NA,NA,NA,12,Horizons_Middle_East__Africa.csv,Horizons_Middle_East__Africa,NA,2024-06-06T05:01:48Z,NA,2024-06-06T05:01:48Z,original_csv,0,NA,NA
ic33BVxFjFM,Private video,This video is private.,2024-06-06T04:49:20Z,Bloomberg Television,PLGaYlBJIOoa8Any8ACdGyS1VRHvHk_DHA,"Horizons Middle East, Africa",571,playlist,NA,NA,NA,12,Horizons_Middle_East__Africa.csv,Horizons_Middle_East__Africa,NA,2024-06-06T04:49:20Z,NA,2024-06-06T04:49:20Z,original_csv,0,NA,NA
mGFkv4-_eHE,Private video,This video is private.,2024-05-30T10:32:23Z,Bloomberg Television,PLGaYlBJIOoa8Any8ACdGyS1VRHvHk_DHA,"Horizons Middle East, Africa",572,playlist,NA,NA,NA,12,Horizons_Middle_East__Africa.csv,Horizons_Middle_East__Africa,NA,2024-05-30T10:32:23Z,NA,2024-05-30T10:32:23Z,original_csv,0,NA,NA
prIh4DS2iMQ,Private video,This video is private.,2024-05-29T09:20:32Z,Bloomberg Television,PLGaYlBJIOoa8Any8ACdGyS1VRHvHk_DHA,"Horizons Middle East, Africa",573,playlist,NA,NA,NA,12,Horizons_Middle_East__Africa.csv,Horizons_Middle_East__Africa,NA,2024-05-29T09:20:32Z,NA,2024-05-29T09:20:32Z,original_csv,0,NA,NA
YBBUB8DhXS8,Private video,This video is private.,2024-05-22T08:15:01Z,Bloomberg Television,PLGaYlBJIOoa8Any8ACdGyS1VRHvHk_DHA,"Horizons Middle East, Africa",574,playlist,NA,NA,NA,12,Horizons_Middle_East__Africa.csv,Horizons_Middle_East__Africa,NA,2024-05-22T08:15:01Z,NA,2024-05-22T08:15:01Z,original_csv,0,NA,NA
9jXIq7zXKpg,Private video,This video is private.,2024-12-10T03:33:16Z,Bloomberg Television,PLGaYlBJIOoa8zJLXejV8ZIXJydxAMu-kW,The Asia Trade,370,playlist,NA,NA,NA,NA,The_Asia_Trade.csv,The_Asia_Trade,NA,2024-12-10T03:33:16Z,NA,2024-12-10T03:33:16Z,original_csv,0,NA,NA
m-yeuAAp66M,Private video,This video is private.,2024-09-26T00:07:08Z,Bloomberg Television,PLGaYlBJIOoa8zJLXejV8ZIXJydxAMu-kW,The Asia Trade,371,playlist,NA,NA,NA,NA,The_Asia_Trade.csv,The_Asia_Trade,NA,2024-09-26T00:07:08Z,NA,2024-09-26T00:07:08Z,original_csv,0,NA,NA
HqsVcIUJstg,Private video,This video is private.,2024-06-13T04:56:36Z,Bloomberg Television,PLGaYlBJIOoa8zJLXejV8ZIXJydxAMu-kW,The Asia Trade,372,playlist,NA,NA,NA,NA,The_Asia_Trade.csv,The_Asia_Trade,NA,2024-06-13T04:56:36Z,NA,2024-06-13T04:56:36Z,original_csv,0,NA,NA
yf3WIQKJeoo,Private video,This video is private.,2024-09-05T01:53:07Z,Bloomberg Television,PLGaYlBJIOoa8zJLXejV8ZIXJydxAMu-kW,The Asia Trade,373,playlist,NA,NA,NA,NA,The_Asia_Trade.csv,The_Asia_Trade,NA,2024-09-05T01:53:07Z,NA,2024-09-05T01:53:07Z,original_csv,0,NA,NA
sH78yC8DmG4,Private video,This video is private.,2024-09-05T01:54:26Z,Bloomberg Television,PLGaYlBJIOoa8zJLXejV8ZIXJydxAMu-kW,The Asia Trade,374,playlist,NA,NA,NA,NA,The_Asia_Trade.csv,The_Asia_Trade,NA,2024-09-05T01:54:26Z,NA,2024-09-05T01:54:26Z,original_csv,0,NA,NA
pl1pKlKJToM,Private video,This video is private.,2024-09-25T03:55:08Z,Bloomberg Television,PLGaYlBJIOoa8zJLXejV8ZIXJydxAMu-kW,The Asia Trade,375,playlist,NA,NA,NA,NA,The_Asia_Trade.csv,The_Asia_Trade,NA,2024-09-25T03:55:08Z,NA,2024-09-25T03:55:08Z,original_csv,0,NA,NA
w5CzxDuk2Io,Private video,This video is private.,2024-11-05T22:59:39Z,Bloomberg Television,PLGaYlBJIOoa8zJLXejV8ZIXJydxAMu-kW,The Asia Trade,376,playlist,NA,NA,NA,NA,The_Asia_Trade.csv,The_Asia_Trade,NA,2024-11-05T22:59:39Z,NA,2024-11-05T22:59:39Z,original_csv,0,NA,NA
TN4mXtx86VQ,Private video,This video is private.,2024-11-14T01:07:44Z,Bloomberg Television,PLGaYlBJIOoa8zJLXejV8ZIXJydxAMu-kW,The Asia Trade,377,playlist,NA,NA,NA,NA,The_Asia_Trade.csv,The_Asia_Trade,NA,2024-11-14T01:07:44Z,NA,2024-11-14T01:07:44Z,original_csv,0,NA,NA
bzhId7NXRDc,Private video,This video is private.,2024-11-14T01:13:18Z,Bloomberg Television,PLGaYlBJIOoa8zJLXejV8ZIXJydxAMu-kW,The Asia Trade,378,playlist,NA,NA,NA,NA,The_Asia_Trade.csv,The_Asia_Trade,NA,2024-11-14T01:13:18Z,NA,2024-11-14T01:13:18Z,original_csv,0,NA,NA
04TsraTDDTs,Private video,This video is private.,2024-11-14T03:31:36Z,Bloomberg Television,PLGaYlBJIOoa8zJLXejV8ZIXJydxAMu-kW,The Asia Trade,379,playlist,NA,NA,NA,NA,The_Asia_Trade.csv,The_Asia_Trade,NA,2024-11-14T03:31:36Z,NA,2024-11-14T03:31:36Z,original_csv,0,NA,NA
GxMgVQw7sI0,Private video,This video is private.,2024-11-18T01:44:09Z,Bloomberg Television,PLGaYlBJIOoa8zJLXejV8ZIXJydxAMu-kW,The Asia Trade,380,playlist,NA,NA,NA,NA,The_Asia_Trade.csv,The_Asia_Trade,NA,2024-11-18T01:44:09Z,NA,2024-11-18T01:44:09Z,original_csv,0,NA,NA
PNYD974kEhI,Private video,This video is private.,2024-11-22T01:11:17Z,Bloomberg Television,PLGaYlBJIOoa8zJLXejV8ZIXJydxAMu-kW,The Asia Trade,381,playlist,NA,NA,NA,NA,The_Asia_Trade.csv,The_Asia_Trade,NA,2024-11-22T01:11:17Z,NA,2024-11-22T01:11:17Z,original_csv,0,NA,NA
0iqiMwys3ZY,Private video,This video is private.,2024-11-27T01:47:37Z,Bloomberg Television,PLGaYlBJIOoa8zJLXejV8ZIXJydxAMu-kW,The Asia Trade,382,playlist,NA,NA,NA,NA,The_Asia_Trade.csv,The_Asia_Trade,NA,2024-11-27T01:47:37Z,NA,2024-11-27T01:47:37Z,original_csv,0,NA,NA
2sCmqSZ_mZM,Private video,This video is private.,2024-12-11T02:09:27Z,Bloomberg Television,PLGaYlBJIOoa8zJLXejV8ZIXJydxAMu-kW,The Asia Trade,383,playlist,NA,NA,NA,NA,The_Asia_Trade.csv,The_Asia_Trade,NA,2024-12-11T02:09:27Z,NA,2024-12-11T02:09:27Z,original_csv,0,NA,NA
b2V3XK1Kx4k,Private video,This video is private.,2024-12-30T03:12:55Z,Bloomberg Television,PLGaYlBJIOoa8zJLXejV8ZIXJydxAMu-kW,The Asia Trade,384,playlist,NA,NA,NA,NA,The_Asia_Trade.csv,The_Asia_Trade,NA,2024-12-30T03:12:55Z,NA,2024-12-30T03:12:55Z,original_csv,0,NA,NA
xqCuPv7kmS4,Private video,This video is private.,2025-02-13T01:47:50Z,Bloomberg Television,PLGaYlBJIOoa8zJLXejV8ZIXJydxAMu-kW,The Asia Trade,385,playlist,NA,NA,NA,NA,The_Asia_Trade.csv,The_Asia_Trade,NA,2025-02-13T01:47:50Z,NA,2025-02-13T01:47:50Z,original_csv,0,NA,NA
bTGfpOOsng4,Private video,This video is private.,2025-02-26T04:26:47Z,Bloomberg Television,PLGaYlBJIOoa8zJLXejV8ZIXJydxAMu-kW,The Asia Trade,386,playlist,NA,NA,NA,NA,The_Asia_Trade.csv,The_Asia_Trade,NA,2025-02-26T04:26:47Z,NA,2025-02-26T04:26:47Z,original_csv,0,NA,NA
75Z9adv2Ofc,Private video,This video is private.,2025-03-21T08:21:45Z,Bloomberg Television,PLGaYlBJIOoa-i5qOieIb8AlAQPqGJ4z1c,The Opening Trade,621,playlist,NA,NA,NA,13,The_Opening_Trade.csv,The_Opening_Trade,NA,2025-03-21T08:21:45Z,NA,2025-03-21T08:21:45Z,original_csv,0,NA,NA
LNnXfZKTako,Private video,This video is private.,2024-10-30T14:41:33Z,Bloomberg Television,PLGaYlBJIOoa-i5qOieIb8AlAQPqGJ4z1c,The Opening Trade,622,playlist,NA,NA,NA,13,The_Opening_Trade.csv,The_Opening_Trade,NA,2024-10-30T14:41:33Z,NA,2024-10-30T14:41:33Z,original_csv,0,NA,NA
f5g3MTxLlQI,Private video,This video is private.,2024-08-02T12:28:29Z,Bloomberg Television,PLGaYlBJIOoa-i5qOieIb8AlAQPqGJ4z1c,The Opening Trade,623,playlist,NA,NA,NA,13,The_Opening_Trade.csv,The_Opening_Trade,NA,2024-08-02T12:28:29Z,NA,2024-08-02T12:28:29Z,original_csv,0,NA,NA
AEM4qcYVTCQ,Private video,This video is private.,2024-07-17T07:10:56Z,Bloomberg Television,PLGaYlBJIOoa-i5qOieIb8AlAQPqGJ4z1c,The Opening Trade,624,playlist,NA,NA,NA,13,The_Opening_Trade.csv,The_Opening_Trade,NA,2024-07-17T07:10:56Z,NA,2024-07-17T07:10:56Z,original_csv,0,NA,NA
gqeXYmygGQM,Private video,This video is private.,2024-06-19T08:00:22Z,Bloomberg Television,PLGaYlBJIOoa-i5qOieIb8AlAQPqGJ4z1c,The Opening Trade,635,playlist,NA,NA,NA,13,The_Opening_Trade.csv,The_Opening_Trade,NA,2024-06-19T08:00:22Z,NA,2024-06-19T08:00:22Z,original_csv,0,NA,NA
PP7d4h-wwZg,Private video,This video is private.,2024-06-19T07:42:22Z,Bloomberg Television,PLGaYlBJIOoa-i5qOieIb8AlAQPqGJ4z1c,The Opening Trade,634,playlist,NA,NA,NA,13,The_Opening_Trade.csv,The_Opening_Trade,NA,2024-06-19T07:42:22Z,NA,2024-06-19T07:42:22Z,original_csv,0,NA,NA
K-eVI_a7zf0,Private video,This video is private.,2024-06-13T08:40:38Z,Bloomberg Television,PLGaYlBJIOoa-i5qOieIb8AlAQPqGJ4z1c,The Opening Trade,633,playlist,NA,NA,NA,13,The_Opening_Trade.csv,The_Opening_Trade,NA,2024-06-13T08:40:38Z,NA,2024-06-13T08:40:38Z,original_csv,0,NA,NA
761Xw8xUznU,Private video,This video is private.,2024-05-24T08:10:45Z,Bloomberg Television,PLGaYlBJIOoa-i5qOieIb8AlAQPqGJ4z1c,The Opening Trade,632,playlist,NA,NA,NA,13,The_Opening_Trade.csv,The_Opening_Trade,NA,2024-05-24T08:10:45Z,NA,2024-05-24T08:10:45Z,original_csv,0,NA,NA
BDKx6CM3exw,Private video,This video is private.,2024-05-17T09:26:23Z,Bloomberg Television,PLGaYlBJIOoa-i5qOieIb8AlAQPqGJ4z1c,The Opening Trade,631,playlist,NA,NA,NA,13,The_Opening_Trade.csv,The_Opening_Trade,NA,2024-05-17T09:26:23Z,NA,2024-05-17T09:26:23Z,original_csv,0,NA,NA
fMW3KjH1PTY,Private video,This video is private.,2024-05-13T07:13:05Z,Bloomberg Television,PLGaYlBJIOoa-i5qOieIb8AlAQPqGJ4z1c,The Opening Trade,630,playlist,NA,NA,NA,13,The_Opening_Trade.csv,The_Opening_Trade,NA,2024-05-13T07:13:05Z,NA,2024-05-13T07:13:05Z,original_csv,0,NA,NA
wC6yTfQ2P3E,Private video,This video is private.,2024-05-07T11:57:48Z,Bloomberg Television,PLGaYlBJIOoa-i5qOieIb8AlAQPqGJ4z1c,The Opening Trade,629,playlist,NA,NA,NA,13,The_Opening_Trade.csv,The_Opening_Trade,NA,2024-05-07T11:57:48Z,NA,2024-05-07T11:57:48Z,original_csv,0,NA,NA
azglqkRLMXI,Private video,This video is private.,2024-05-03T08:56:49Z,Bloomberg Television,PLGaYlBJIOoa-i5qOieIb8AlAQPqGJ4z1c,The Opening Trade,628,playlist,NA,NA,NA,13,The_Opening_Trade.csv,The_Opening_Trade,NA,2024-05-03T08:56:49Z,NA,2024-05-03T08:56:49Z,original_csv,0,NA,NA
dRfGStVT1sw,Private video,This video is private.,2024-05-01T09:34:52Z,Bloomberg Television,PLGaYlBJIOoa-i5qOieIb8AlAQPqGJ4z1c,The Opening Trade,625,playlist,NA,NA,NA,13,The_Opening_Trade.csv,The_Opening_Trade,NA,2024-05-01T09:34:52Z,NA,2024-05-01T09:34:52Z,original_csv,0,NA,NA
KS73hR8-Lu4,Private video,This video is private.,2024-05-01T09:34:52Z,Bloomberg Television,PLGaYlBJIOoa-i5qOieIb8AlAQPqGJ4z1c,The Opening Trade,626,playlist,NA,NA,NA,13,The_Opening_Trade.csv,The_Opening_Trade,NA,2024-05-01T09:34:52Z,NA,2024-05-01T09:34:52Z,original_csv,0,NA,NA
poUZ6n3Fqg0,Private video,This video is private.,2024-05-01T09:34:52Z,Bloomberg Television,PLGaYlBJIOoa-i5qOieIb8AlAQPqGJ4z1c,The Opening Trade,627,playlist,NA,NA,NA,13,The_Opening_Trade.csv,The_Opening_Trade,NA,2024-05-01T09:34:52Z,NA,2024-05-01T09:34:52Z,original_csv,0,NA,NA
