is_imputed,count,mean,median,sd,min,max
FALSE,2005,-0.3745484136002793,-0.37081317634096617,0.08496979925422722,-0.735159817351598,-0.15282285812968768
TRUE,31,-0.4100982657052136,-0.415939841370036,0.07110538428643905,-0.619489559164733,-0.259259259259259
