date,video_count,dict_sentiment_avg,sentimentr_score_avg,finbert_score_avg,ollama_score_avg,simple_sentiment_index,sentiment_std,total_views,total_likes,duration_weighted_sentiment,view_weighted_sentiment,like_weighted_sentiment,weighted_sentiment_index,simple_sentiment_7day,weighted_sentiment_7day
2024-04-25,5,-0.3046230014102606,NA,NA,NA,-0.3046230014102606,0.1524862045416196,83139,478,-0.3826272707905473,-0.3101482739983113,-0.3125278728928555,-0.3281546662961867,-0.27139548866454755,-0.27621119658617227
2024-04-25,5,-0.3046230014102606,NA,NA,NA,-0.3046230014102606,0.1524862045416196,83139,478,-0.3826272707905473,-0.3101482739983113,-0.3125278728928555,-0.3281546662961867,-0.2797023668509758,-0.2891970640136759
2024-04-25,5,-0.3046230014102606,NA,NA,NA,-0.3046230014102606,0.1524862045416196,83139,478,-0.3826272707905473,-0.3101482739983113,-0.3125278728928555,-0.3281546662961867,-0.2880092450374041,-0.3021829314411795
2024-04-26,4,-0.30560832411487027,NA,NA,NA,-0.30560832411487027,0.11412835108231856,72278,491,-0.32442898150723687,-0.30634996756081606,-0.3076140316420014,-0.3099080686897316,-0.29645688361020517,-0.31256214206776095
2024-04-26,4,-0.30560832411487027,NA,NA,NA,-0.30560832411487027,0.11412835108231856,72278,491,-0.32442898150723687,-0.30634996756081606,-0.3076140316420014,-0.3099080686897316,-0.30490452218300623,-0.3229413526943424
2024-04-26,4,-0.30560832411487027,NA,NA,NA,-0.30560832411487027,0.11412835108231856,72278,491,-0.32442898150723687,-0.30634996756081606,-0.3076140316420014,-0.3099080686897316,-0.305045282569379,-0.32033469589342023
2024-04-26,4,-0.30560832411487027,NA,NA,NA,-0.30560832411487027,0.11412835108231856,72278,491,-0.32442898150723687,-0.30634996756081606,-0.3076140316420014,-0.3099080686897316,-0.30518604295575186,-0.3177280390924981
2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-04-29,5,-0.3041131035432468,NA,NA,NA,-0.3041131035432468,0.11379045698364161,61639,442,-0.3203776871780307,-0.30511977710164284,-0.3011258178026933,-0.3081453239549165,NA,NA
2024-04-29,5,-0.3041131035432468,NA,NA,NA,-0.3041131035432468,0.11379045698364161,61639,442,-0.3203776871780307,-0.30511977710164284,-0.3011258178026933,-0.3081453239549165,NA,NA
2024-04-29,5,-0.3041131035432468,NA,NA,NA,-0.3041131035432468,0.11379045698364161,61639,442,-0.3203776871780307,-0.30511977710164284,-0.3011258178026933,-0.3081453239549165,NA,NA
2024-04-29,5,-0.3041131035432468,NA,NA,NA,-0.3041131035432468,0.11379045698364161,61639,442,-0.3203776871780307,-0.30511977710164284,-0.3011258178026933,-0.3081453239549165,NA,NA
2024-04-29,5,-0.3041131035432468,NA,NA,NA,-0.3041131035432468,0.11379045698364161,61639,442,-0.3203776871780307,-0.30511977710164284,-0.3011258178026933,-0.3081453239549165,NA,NA
2024-04-30,5,-0.374679613822331,NA,NA,NA,-0.374679613822331,0.12496831266180973,61641,411,-0.40047170250892206,-0.37925326534748105,-0.38421557495888653,-0.3859439069221396,NA,NA
2024-04-30,5,-0.374679613822331,NA,NA,NA,-0.374679613822331,0.12496831266180973,61641,411,-0.40047170250892206,-0.37925326534748105,-0.38421557495888653,-0.3859439069221396,-0.32427496362298514,-0.33037349051698023
2024-04-30,5,-0.374679613822331,NA,NA,NA,-0.374679613822331,0.12496831266180973,61641,411,-0.40047170250892206,-0.37925326534748105,-0.38421557495888653,-0.3859439069221396,-0.3343558936628543,-0.3414875737980121
2024-04-30,5,-0.374679613822331,NA,NA,NA,-0.374679613822331,0.12496831266180973,61641,411,-0.40047170250892206,-0.37925326534748105,-0.38421557495888653,-0.3859439069221396,-0.3444368237027235,-0.352601657079044
2024-04-30,5,-0.374679613822331,NA,NA,NA,-0.374679613822331,0.12496831266180973,61641,411,-0.40047170250892206,-0.37925326534748105,-0.38421557495888653,-0.3859439069221396,-0.35451775374259265,-0.36371574036007587
2024-05-01,2,-0.4976164079822615,NA,NA,NA,-0.4976164079822615,0.04836861241597604,20570,129,-0.48453652354796356,-0.497881469879227,-0.49987577488267876,-0.4938284031306899,-0.3821610829481662,-0.3902418945280435
2024-05-01,2,-0.4976164079822615,NA,NA,NA,-0.4976164079822615,0.04836861241597604,20570,129,-0.48453652354796356,-0.497881469879227,-0.49987577488267876,-0.4938284031306899,-0.4098044121537397,-0.4167680486960111
2024-05-02,4,-0.4037648771559338,NA,NA,NA,-0.4037648771559338,0.058246839297484206,40009,338,-0.4312708263758295,-0.40529029537119454,-0.40699627395447563,-0.4126168368025633,-0.41395944977282584,-0.42057846725035736
2024-05-02,4,-0.4037648771559338,NA,NA,NA,-0.4037648771559338,0.058246839297484206,40009,338,-0.4312708263758295,-0.40529029537119454,-0.40699627395447563,-0.4126168368025633,-0.4181144873919119,-0.4243888858047036
2024-05-02,4,-0.4037648771559338,NA,NA,NA,-0.4037648771559338,0.058246839297484206,40009,338,-0.4312708263758295,-0.40529029537119454,-0.40699627395447563,-0.4126168368025633,-0.42226952501099807,-0.42819930435904985
2024-05-02,4,-0.4037648771559338,NA,NA,NA,-0.4037648771559338,0.058246839297484206,40009,338,-0.4312708263758295,-0.40529029537119454,-0.40699627395447563,-0.4126168368025633,-0.42642456263008416,-0.43200972291339607
2024-05-03,6,-0.2725834024834,NA,NA,NA,-0.2725834024834,0.11889268210616323,79725,608,-0.3161417808104169,-0.27645190643542095,-0.27509005957133764,-0.2849064437515757,-0.41183938958166544,-0.41757579960331553
2024-05-03,6,-0.2725834024834,NA,NA,NA,-0.2725834024834,0.11889268210616323,79725,608,-0.3161417808104169,-0.27645190643542095,-0.27509005957133764,-0.2849064437515757,-0.3796918173675424,-0.3877298054062992
2024-05-03,6,-0.2725834024834,NA,NA,NA,-0.2725834024834,0.11889268210616323,79725,608,-0.3161417808104169,-0.27645190643542095,-0.27509005957133764,-0.2849064437515757,-0.3475442451534193,-0.35788381120928286
2024-05-03,6,-0.2725834024834,NA,NA,NA,-0.2725834024834,0.11889268210616323,79725,608,-0.3161417808104169,-0.27645190643542095,-0.27509005957133764,-0.2849064437515757,-0.3288040344859145,-0.3396394693448561
2024-05-03,6,-0.2725834024834,NA,NA,NA,-0.2725834024834,0.11889268210616323,79725,608,-0.3161417808104169,-0.27645190643542095,-0.27509005957133764,-0.2849064437515757,-0.3100638238184097,-0.3213951274804293
2024-05-03,6,-0.2725834024834,NA,NA,NA,-0.2725834024834,0.11889268210616323,79725,608,-0.3161417808104169,-0.27645190643542095,-0.27509005957133764,-0.2849064437515757,-0.2913236131509048,-0.3031507856160025
2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-05-06,4,-0.30360581645701,NA,NA,NA,-0.30360581645701,0.18123483339875746,47885,353,-0.3881972665672303,-0.3037829854245895,-0.29678264027187007,-0.32705391608785817,NA,NA
2024-05-06,4,-0.30360581645701,NA,NA,NA,-0.30360581645701,0.18123483339875746,47885,353,-0.3881972665672303,-0.3037829854245895,-0.29678264027187007,-0.32705391608785817,NA,NA
2024-05-06,4,-0.30360581645701,NA,NA,NA,-0.30360581645701,0.18123483339875746,47885,353,-0.3881972665672303,-0.3037829854245895,-0.29678264027187007,-0.32705391608785817,NA,NA
2024-05-06,4,-0.30360581645701,NA,NA,NA,-0.30360581645701,0.18123483339875746,47885,353,-0.3881972665672303,-0.3037829854245895,-0.29678264027187007,-0.32705391608785817,NA,NA
2024-05-07,4,-0.3132895773937182,NA,NA,NA,-0.3132895773937182,0.1786125482557242,85410,559,-0.3615316073443677,-0.3134050964131249,-0.3079688869737422,-0.32422518705352577,NA,NA
2024-05-07,4,-0.3132895773937182,NA,NA,NA,-0.3132895773937182,0.1786125482557242,85410,559,-0.3615316073443677,-0.3134050964131249,-0.3079688869737422,-0.32422518705352577,NA,NA
2024-05-07,4,-0.3132895773937182,NA,NA,NA,-0.3132895773937182,0.1786125482557242,85410,559,-0.3615316073443677,-0.3134050964131249,-0.3079688869737422,-0.32422518705352577,-0.30775599971559925,-0.3258416036445729
2024-05-07,4,-0.3132895773937182,NA,NA,NA,-0.3132895773937182,0.1786125482557242,85410,559,-0.3615316073443677,-0.3134050964131249,-0.3079688869737422,-0.32422518705352577,-0.309139394135129,-0.32543749949681106
2024-05-08,4,-0.36955493724789973,NA,NA,NA,-0.36955493724789973,0.18273153691041952,70272,417,-0.45275077464365043,-0.3704483395054989,-0.3656118865755112,-0.3928697331104138,-0.3185606971052561,-0.3348397590714619
2024-05-08,4,-0.36955493724789973,NA,NA,NA,-0.36955493724789973,0.18273153691041952,70272,417,-0.45275077464365043,-0.3704483395054989,-0.3656118865755112,-0.3928697331104138,-0.3279820000753832,-0.3442420186461127
2024-05-08,4,-0.36955493724789973,NA,NA,NA,-0.36955493724789973,0.18273153691041952,70272,417,-0.45275077464365043,-0.3704483395054989,-0.3656118865755112,-0.3928697331104138,-0.3374033030455103,-0.3536442782207635
2024-05-08,4,-0.36955493724789973,NA,NA,NA,-0.36955493724789973,0.18273153691041952,70272,417,-0.45275077464365043,-0.3704483395054989,-0.3656118865755112,-0.3928697331104138,-0.34544121159610763,-0.36345064194317606
2024-05-09,6,-0.2771667715018724,NA,NA,NA,-0.2771667715018724,0.22288238691810766,59167,423,-0.3776082475607555,-0.2800591299171389,-0.2748367822831548,-0.3052173988877446,-0.3402808107544154,-0.36073524363377873
2024-05-09,6,-0.2771667715018724,NA,NA,NA,-0.2771667715018724,0.22288238691810766,59167,423,-0.3776082475607555,-0.2800591299171389,-0.2748367822831548,-0.3052173988877446,-0.3351204099127231,-0.3580198453243814
2024-05-09,6,-0.2771667715018724,NA,NA,NA,-0.2771667715018724,0.22288238691810766,59167,423,-0.3776082475607555,-0.2800591299171389,-0.2748367822831548,-0.3052173988877446,-0.3299600090710309,-0.35530444701498415
2024-05-09,6,-0.2771667715018724,NA,NA,NA,-0.2771667715018724,0.22288238691810766,59167,423,-0.3776082475607555,-0.2800591299171389,-0.2748367822831548,-0.3052173988877446,-0.31676169967874124,-0.3427826849831742
2024-05-09,6,-0.2771667715018724,NA,NA,NA,-0.2771667715018724,0.22288238691810766,59167,423,-0.3776082475607555,-0.2800591299171389,-0.2748367822831548,-0.3052173988877446,-0.30356339028645163,-0.33026092295136433
2024-05-09,6,-0.2771667715018724,NA,NA,NA,-0.2771667715018724,0.22288238691810766,59167,423,-0.3776082475607555,-0.2800591299171389,-0.2748367822831548,-0.3052173988877446,-0.290365080894162,-0.31773916091955445
2024-05-10,5,-0.2843849682533468,NA,NA,NA,-0.2843849682533468,0.14762036432445982,62849,451,-0.36326307370055083,-0.2958709490352844,-0.2948992372944582,-0.3141522364551284,-0.27819794246636875,-0.30649380425451367
2024-05-10,5,-0.2843849682533468,NA,NA,NA,-0.2843849682533468,0.14762036432445982,62849,451,-0.36326307370055083,-0.2958709490352844,-0.2948992372944582,-0.3141522364551284,-0.2792291134308651,-0.3077702096212828
2024-05-10,5,-0.2843849682533468,NA,NA,NA,-0.2843849682533468,0.14762036432445982,62849,451,-0.36326307370055083,-0.2958709490352844,-0.2948992372944582,-0.3141522364551284,-0.28026028439536144,-0.3090466149880519
2024-05-10,5,-0.2843849682533468,NA,NA,NA,-0.2843849682533468,0.14762036432445982,62849,451,-0.36326307370055083,-0.2958709490352844,-0.2948992372944582,-0.3141522364551284,-0.2812914553598578,-0.31032302035482107
2024-05-10,5,-0.2843849682533468,NA,NA,NA,-0.2843849682533468,0.14762036432445982,62849,451,-0.36326307370055083,-0.2958709490352844,-0.2948992372944582,-0.3141522364551284,-0.2823226263243541,-0.31159942572159016
2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-05-13,5,-0.3895465196530318,NA,NA,NA,-0.3895465196530318,0.070368846724055,80413,538,-0.41292091392820657,-0.39252621790729736,-0.3928447496864973,-0.3981782135485552,NA,NA
2024-05-13,5,-0.3895465196530318,NA,NA,NA,-0.3895465196530318,0.070368846724055,80413,538,-0.41292091392820657,-0.39252621790729736,-0.3928447496864973,-0.3981782135485552,NA,NA
2024-05-13,5,-0.3895465196530318,NA,NA,NA,-0.3895465196530318,0.070368846724055,80413,538,-0.41292091392820657,-0.39252621790729736,-0.3928447496864973,-0.3981782135485552,NA,NA
2024-05-13,5,-0.3895465196530318,NA,NA,NA,-0.3895465196530318,0.070368846724055,80413,538,-0.41292091392820657,-0.39252621790729736,-0.3928447496864973,-0.3981782135485552,NA,NA
2024-05-13,5,-0.3895465196530318,NA,NA,NA,-0.3895465196530318,0.070368846724055,80413,538,-0.41292091392820657,-0.39252621790729736,-0.3928447496864973,-0.3981782135485552,NA,NA
2024-05-14,5,-0.3431990979132084,NA,NA,NA,-0.3431990979132084,0.12695590574154406,65802,459,-0.3876753434319132,-0.3447919477679428,-0.34885063628384694,-0.3578188494051051,NA,NA
2024-05-14,5,-0.3431990979132084,NA,NA,NA,-0.3431990979132084,0.12695590574154406,65802,459,-0.3876753434319132,-0.3447919477679428,-0.34885063628384694,-0.3578188494051051,-0.3763043991559394,-0.3866469666504266
2024-05-14,5,-0.3431990979132084,NA,NA,NA,-0.3431990979132084,0.12695590574154406,65802,459,-0.3876753434319132,-0.3447919477679428,-0.34885063628384694,-0.3578188494051051,-0.3696833389073932,-0.3808813432013623
2024-05-14,5,-0.3431990979132084,NA,NA,NA,-0.3431990979132084,0.12695590574154406,65802,459,-0.3876753434319132,-0.3447919477679428,-0.34885063628384694,-0.3578188494051051,-0.363062278658847,-0.375115719752298
2024-05-14,5,-0.3431990979132084,NA,NA,NA,-0.3431990979132084,0.12695590574154406,65802,459,-0.3876753434319132,-0.3447919477679428,-0.34885063628384694,-0.3578188494051051,-0.3564412184103008,-0.36935009630323373
2024-05-15,5,-0.2781686510863434,NA,NA,NA,-0.2781686510863434,0.17703503703862478,68185,421,-0.3274025753819085,-0.28089771865013247,-0.28173834242204565,-0.2940589557146345,-0.34053009432934533,-0.3544759166126736
2024-05-15,5,-0.2781686510863434,NA,NA,NA,-0.2781686510863434,0.17703503703862478,68185,421,-0.3274025753819085,-0.28089771865013247,-0.28173834242204565,-0.2940589557146345,-0.3246189702483898,-0.3396017369221135
2024-05-15,5,-0.2781686510863434,NA,NA,NA,-0.2781686510863434,0.17703503703862478,68185,421,-0.3274025753819085,-0.28089771865013247,-0.28173834242204565,-0.2940589557146345,-0.31532890641598055,-0.33049318068061767
2024-05-15,5,-0.2781686510863434,NA,NA,NA,-0.2781686510863434,0.17703503703862478,68185,421,-0.3274025753819085,-0.28089771865013247,-0.28173834242204565,-0.2940589557146345,-0.3060388425835713,-0.3213846244391219
2024-05-15,5,-0.2781686510863434,NA,NA,NA,-0.2781686510863434,0.17703503703862478,68185,421,-0.3274025753819085,-0.28089771865013247,-0.28173834242204565,-0.2940589557146345,-0.296748778751162,-0.3122760681976261
2024-05-16,4,-0.32519785480797675,NA,NA,NA,-0.32519785480797675,0.08542893582823502,48171,346,-0.3660374581836602,-0.3278478290830615,-0.3322113972507616,-0.33803644449749576,-0.29417717259327175,-0.3094500103536819
2024-05-16,4,-0.32519785480797675,NA,NA,NA,-0.32519785480797675,0.08542893582823502,48171,346,-0.3660374581836602,-0.3278478290830615,-0.3322113972507616,-0.33803644449749576,-0.2916055664353815,-0.3066239525097377
2024-05-16,4,-0.32519785480797675,NA,NA,NA,-0.32519785480797675,0.08542893582823502,48171,346,-0.3660374581836602,-0.3278478290830615,-0.3322113972507616,-0.33803644449749576,-0.29832402410990055,-0.3129064509072893
2024-05-16,4,-0.32519785480797675,NA,NA,NA,-0.32519785480797675,0.08542893582823502,48171,346,-0.3660374581836602,-0.3278478290830615,-0.3322113972507616,-0.33803644449749576,-0.3050424817844196,-0.31918894930484093
2024-05-17,4,-0.3875418864304727,NA,NA,NA,-0.3875418864304727,0.15708629739309513,39676,269,-0.4522555359304161,-0.39261960938419366,-0.38695333901655604,-0.40961967536645943,-0.3206672296907238,-0.3356976235408159
2024-05-17,4,-0.3875418864304727,NA,NA,NA,-0.3875418864304727,0.15708629739309513,39676,269,-0.4522555359304161,-0.39261960938419366,-0.38695333901655604,-0.40961967536645943,-0.336291977597028,-0.3522062977767909
2024-05-17,4,-0.3875418864304727,NA,NA,NA,-0.3875418864304727,0.15708629739309513,39676,269,-0.4522555359304161,-0.39261960938419366,-0.38695333901655604,-0.40961967536645943,-0.35191672550333214,-0.36871497201276593
2024-05-17,4,-0.3875418864304727,NA,NA,NA,-0.3875418864304727,0.15708629739309513,39676,269,-0.4522555359304161,-0.39261960938419366,-0.38695333901655604,-0.40961967536645943,-0.3608230157351173,-0.37894114785118926
2024-05-18,1,-0.157894736842105,NA,NA,NA,-0.157894736842105,NA,14024,139,-0.15789473684210498,-0.157894736842105,-0.157894736842105,-0.157894736842105,-0.33692257031142137,-0.35320661818613347
2024-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-05-20,4,-0.345969491678935,NA,NA,NA,-0.345969491678935,0.08883299711266687,65414,383,-0.3479795509063667,-0.34508289436242123,-0.34208239872000823,-0.3448877632424963,NA,NA
2024-05-20,4,-0.345969491678935,NA,NA,NA,-0.345969491678935,0.08883299711266687,65414,383,-0.3479795509063667,-0.34508289436242123,-0.34208239872000823,-0.3448877632424963,NA,NA
2024-05-20,4,-0.345969491678935,NA,NA,NA,-0.345969491678935,0.08883299711266687,65414,383,-0.3479795509063667,-0.34508289436242123,-0.34208239872000823,-0.3448877632424963,NA,NA
2024-05-20,4,-0.345969491678935,NA,NA,NA,-0.345969491678935,0.08883299711266687,65414,383,-0.3479795509063667,-0.34508289436242123,-0.34208239872000823,-0.3448877632424963,NA,NA
2024-05-21,5,-0.3393136309294416,NA,NA,NA,-0.3393136309294416,0.10456924895618029,61289,393,-0.3753311240625273,-0.34092188468791473,-0.3365355453085714,-0.34917802943274995,NA,NA
2024-05-21,5,-0.3393136309294416,NA,NA,NA,-0.3393136309294416,0.10456924895618029,61289,393,-0.3753311240625273,-0.34092188468791473,-0.3365355453085714,-0.34917802943274995,NA,NA
2024-05-21,5,-0.3393136309294416,NA,NA,NA,-0.3393136309294416,0.10456924895618029,61289,393,-0.3753311240625273,-0.34092188468791473,-0.3365355453085714,-0.34917802943274995,-0.34311697992915213,-0.346726448752605
2024-05-21,5,-0.3393136309294416,NA,NA,NA,-0.3393136309294416,0.10456924895618029,61289,393,-0.3753311240625273,-0.34092188468791473,-0.3365355453085714,-0.34917802943274995,-0.34216614267922446,-0.34733934392264126
2024-05-21,5,-0.3393136309294416,NA,NA,NA,-0.3393136309294416,0.10456924895618029,61289,393,-0.3753311240625273,-0.34092188468791473,-0.3365355453085714,-0.34917802943274995,-0.34121530542929684,-0.3479522390926775
2024-05-22,5,-0.394446348806764,NA,NA,NA,-0.394446348806764,0.11989083534717732,85469,518,-0.4482549576169287,-0.3978040762259774,-0.3997974092421299,-0.41196748482517453,-0.3481405707332724,-0.35753505646163153
2024-05-22,5,-0.394446348806764,NA,NA,NA,-0.394446348806764,0.11989083534717732,85469,518,-0.4482549576169287,-0.3978040762259774,-0.3997974092421299,-0.41196748482517453,-0.355065836037248,-0.36711787383058553
2024-05-22,5,-0.394446348806764,NA,NA,NA,-0.394446348806764,0.11989083534717732,85469,518,-0.4482549576169287,-0.3978040762259774,-0.3997974092421299,-0.41196748482517453,-0.3629419385911512,-0.3760877960295033
2024-05-22,5,-0.394446348806764,NA,NA,NA,-0.394446348806764,0.11989083534717732,85469,518,-0.4482549576169287,-0.3978040762259774,-0.3997974092421299,-0.41196748482517453,-0.3708180411450544,-0.38505771822842116
2024-05-22,5,-0.394446348806764,NA,NA,NA,-0.394446348806764,0.11989083534717732,85469,518,-0.4482549576169287,-0.3978040762259774,-0.3997974092421299,-0.41196748482517453,-0.3786941436989576,-0.39402764042733895
2024-05-23,5,-0.3827613991384056,NA,NA,NA,-0.3827613991384056,0.05792851500647164,81412,470,-0.3857424764437122,-0.384114605616338,-0.3881348296854619,-0.3857555092643568,-0.3849009677288096,-0.39925299468899705
2024-05-23,5,-0.3827613991384056,NA,NA,NA,-0.3827613991384056,0.05792851500647164,81412,470,-0.3857424764437122,-0.384114605616338,-0.3881348296854619,-0.3857555092643568,-0.3911077917586616,-0.4044783489506552
2024-05-23,5,-0.3827613991384056,NA,NA,NA,-0.3827613991384056,0.05792851500647164,81412,470,-0.3857424764437122,-0.384114605616338,-0.3881348296854619,-0.3857555092643568,-0.38943851323461043,-0.4007337810133955
2024-05-23,5,-0.3827613991384056,NA,NA,NA,-0.3827613991384056,0.05792851500647164,81412,470,-0.3857424764437122,-0.384114605616338,-0.3881348296854619,-0.3857555092643568,-0.3877692347105592,-0.3969892130761358
2024-05-23,5,-0.3827613991384056,NA,NA,NA,-0.3827613991384056,0.05792851500647164,81412,470,-0.3857424764437122,-0.384114605616338,-0.3881348296854619,-0.3857555092643568,-0.386099956186508,-0.39324464513887614
2024-05-24,5,-0.3458329645846976,NA,NA,NA,-0.3458329645846976,0.13060735575992843,94706,555,-0.3379326715878614,-0.3430961868551233,-0.34111865261410756,-0.3412626885647487,-0.3791551870119271,-0.38314395995881534
2024-05-24,5,-0.3458329645846976,NA,NA,NA,-0.3458329645846976,0.13060735575992843,94706,555,-0.3379326715878614,-0.3430961868551233,-0.34111865261410756,-0.3412626885647487,-0.3722104178373462,-0.3730432747787545
2024-05-24,5,-0.3458329645846976,NA,NA,NA,-0.3458329645846976,0.13060735575992843,94706,555,-0.3379326715878614,-0.3430961868551233,-0.34111865261410756,-0.3412626885647487,-0.3669349271868165,-0.3666871575359533
2024-05-24,5,-0.3458329645846976,NA,NA,NA,-0.3458329645846976,0.13060735575992843,94706,555,-0.3379326715878614,-0.3430961868551233,-0.34111865261410756,-0.3412626885647487,-0.36165943653628674,-0.36033104029315216
2024-05-24,5,-0.3458329645846976,NA,NA,NA,-0.3458329645846976,0.13060735575992843,94706,555,-0.3379326715878614,-0.3430961868551233,-0.34111865261410756,-0.3412626885647487,-0.356383945885757,-0.353974923050351
2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-05-27,1,-0.357142857142857,NA,NA,NA,-0.357142857142857,NA,9594,93,-0.35714285714285704,-0.357142857142857,-0.357142857142857,-0.357142857142857,NA,NA
2024-05-28,5,-0.402138724355853,NA,NA,NA,-0.402138724355853,0.04688422233423329,68717,407,-0.41291142834906047,-0.4022129857780812,-0.40101448365971654,-0.4047557997105088,NA,NA
2024-05-28,5,-0.402138724355853,NA,NA,NA,-0.402138724355853,0.04688422233423329,68717,407,-0.41291142834906047,-0.4022129857780812,-0.40101448365971654,-0.4047557997105088,NA,NA
2024-05-28,5,-0.402138724355853,NA,NA,NA,-0.402138724355853,0.04688422233423329,68717,407,-0.41291142834906047,-0.4022129857780812,-0.40101448365971654,-0.4047557997105088,NA,NA
2024-05-28,5,-0.402138724355853,NA,NA,NA,-0.402138724355853,0.04688422233423329,68717,407,-0.41291142834906047,-0.4022129857780812,-0.40101448365971654,-0.4047557997105088,NA,NA
2024-05-28,5,-0.402138724355853,NA,NA,NA,-0.402138724355853,0.04688422233423329,68717,407,-0.41291142834906047,-0.4022129857780812,-0.40101448365971654,-0.4047557997105088,NA,NA
2024-05-29,4,-0.431755623220133,NA,NA,NA,-0.431755623220133,0.0746131978782151,41399,310,-0.42624551102197217,-0.43380853805102343,-0.43746145098296685,-0.4336084637019472,-0.399941728877465,-0.40207575991390687
2024-05-29,4,-0.431755623220133,NA,NA,NA,-0.431755623220133,0.0746131978782151,41399,310,-0.42624551102197217,-0.43380853805102343,-0.43746145098296685,-0.4336084637019472,-0.410600695459933,-0.41299941799377693
2024-05-29,4,-0.431755623220133,NA,NA,NA,-0.431755623220133,0.0746131978782151,41399,310,-0.42624551102197217,-0.43380853805102343,-0.43746145098296685,-0.4336084637019472,-0.414831681011973,-0.417121227135411
2024-05-29,4,-0.431755623220133,NA,NA,NA,-0.431755623220133,0.0746131978782151,41399,310,-0.42624551102197217,-0.43380853805102343,-0.43746145098296685,-0.4336084637019472,-0.41906266656401303,-0.421243036277045
2024-05-30,4,-0.5042734401180128,NA,NA,NA,-0.5042734401180128,0.029936138572169597,42290,287,-0.49481897025020893,-0.5046911621881812,-0.5050080004513169,-0.5023922325307169,-0.43365334024432156,-0.4351910981085033
2024-05-30,4,-0.5042734401180128,NA,NA,NA,-0.5042734401180128,0.029936138572169597,42290,287,-0.49481897025020893,-0.5046911621881812,-0.5050080004513169,-0.5023922325307169,-0.4482440139246301,-0.4491391599399616
2024-05-30,4,-0.5042734401180128,NA,NA,NA,-0.5042734401180128,0.029936138572169597,42290,287,-0.49481897025020893,-0.5046911621881812,-0.5050080004513169,-0.5023922325307169,-0.4628346876049386,-0.4630872217714199
2024-05-30,4,-0.5042734401180128,NA,NA,NA,-0.5042734401180128,0.029936138572169597,42290,287,-0.49481897025020893,-0.5046911621881812,-0.5050080004513169,-0.5023922325307169,-0.47319437573320716,-0.47291347446124415
2024-05-31,6,-0.4741484559593567,NA,NA,NA,-0.4741484559593567,0.1691170592875652,64155,476,-0.5187407083638399,-0.47188729699960485,-0.46452833852021197,-0.4842791052788575,-0.4792504946959534,-0.48015213754365993
2024-05-31,6,-0.4741484559593567,NA,NA,NA,-0.4741484559593567,0.1691170592875652,64155,476,-0.5187407083638399,-0.47188729699960485,-0.46452833852021197,-0.4842791052788575,-0.48530661365869965,-0.48739080062607565
2024-05-31,6,-0.4741484559593567,NA,NA,NA,-0.4741484559593567,0.1691170592875652,64155,476,-0.5187407083638399,-0.47188729699960485,-0.46452833852021197,-0.4842791052788575,-0.49136273262144586,-0.4946294637084914
2024-05-31,6,-0.4741484559593567,NA,NA,NA,-0.4741484559593567,0.1691170592875652,64155,476,-0.5187407083638399,-0.47188729699960485,-0.46452833852021197,-0.4842791052788575,-0.4870591634559236,-0.4920418741010829
2024-05-31,6,-0.4741484559593567,NA,NA,NA,-0.4741484559593567,0.1691170592875652,64155,476,-0.5187407083638399,-0.47188729699960485,-0.46452833852021197,-0.4842791052788575,-0.48275559429040127,-0.48945428449367445
2024-05-31,6,-0.4741484559593567,NA,NA,NA,-0.4741484559593567,0.1691170592875652,64155,476,-0.5187407083638399,-0.47188729699960485,-0.46452833852021197,-0.4842791052788575,-0.478452025124879,-0.48686669488626594
2024-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-03,5,-0.2499969118932962,NA,NA,NA,-0.2499969118932962,0.04864771631501103,36481,338,-0.2624107367790041,-0.25212758624612963,-0.25398264848695834,-0.2551340016812615,NA,NA
2024-06-03,5,-0.2499969118932962,NA,NA,NA,-0.2499969118932962,0.04864771631501103,36481,338,-0.2624107367790041,-0.25212758624612963,-0.25398264848695834,-0.2551340016812615,NA,NA
2024-06-03,5,-0.2499969118932962,NA,NA,NA,-0.2499969118932962,0.04864771631501103,36481,338,-0.2624107367790041,-0.25212758624612963,-0.25398264848695834,-0.2551340016812615,NA,NA
